description,categorie,priorite,sentiment,reponse_template
Le transporteur a perdu mon colis FACT-210210,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le colis COMP-282748 contient des articles manquants,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le transporteur a perdu mon colis COMP-067335,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Retard de livraison non justifié pour CRED-759399,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Commande VIRE-587418 livrée au mauvais endroit,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le transporteur a perdu mon colis VIRE-325536,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le colis CMD-121283 contient des articles manquants,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le transporteur n'a pas laissé d'avis de passage,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Commande COMP-609542 retournée à l'expéditeur sans raison,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Mon colis VIRE-465049 est bloqué en douane,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Frais de livraison facturés mais service non rendu,livraison,moyenne,negatif,"Bonjour, je comprends votre mécontentement. Je vais vérifier l'état de votre livraison et reviens vers vous rapidement. Cordialement"
Commande CRED-146514 livrée chez le mauvais voisin,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Livraison en retard de 3 jours pour la commande FACT-916136,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le transporteur n'a pas laissé d'avis de passage,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Colis FACT-374439 marqué livré mais jamais reçu,livraison,moyenne,negatif,"Bonjour, je comprends votre mécontentement. Je vais vérifier l'état de votre livraison et reviens vers vous rapidement. Cordialement"
Je n'ai jamais reçu mon remboursement après retour,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Impossible de reprogrammer la livraison de FACT-280586,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Frais de livraison facturés mais service non rendu,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Colis FACT-871044 marqué livré mais jamais reçu,livraison,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Livraison en retard de 3 jours pour la commande CRED-137564,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Mon colis VIRE-546733 est bloqué en douane,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Livraison en retard de 29 jours pour la commande COMP-490426,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Je n'ai jamais reçu mon remboursement après retour,livraison,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Livraison en retard de 7 jours pour la commande CRED-864521,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Commande VIRE-612935 livrée au mauvais endroit,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le transporteur n'a pas laissé d'avis de passage,livraison,moyenne,negatif,"Bonjour, je comprends votre mécontentement. Je vais vérifier l'état de votre livraison et reviens vers vous rapidement. Cordialement"
Colis COMP-130790 endommagé à la réception,livraison,moyenne,negatif,"Bonjour, je comprends votre mécontentement. Je vais vérifier l'état de votre livraison et reviens vers vous rapidement. Cordialement"
Frais de livraison facturés mais service non rendu,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Impossible de reprogrammer la livraison de CMD-151330,livraison,moyenne,negatif,"Bonjour, je comprends votre mécontentement. Je vais vérifier l'état de votre livraison et reviens vers vous rapidement. Cordialement"
Livraison en retard de 14 jours pour la commande CRED-030946,livraison,moyenne,negatif,"Bonjour, je comprends votre mécontentement. Je vais vérifier l'état de votre livraison et reviens vers vous rapidement. Cordialement"
Le livreur n'a pas respecté le créneau horaire,livraison,moyenne,negatif,"Bonjour, je comprends votre mécontentement. Je vais vérifier l'état de votre livraison et reviens vers vous rapidement. Cordialement"
Colis VIRE-257890 endommagé à la réception,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Colis COMP-971611 endommagé à la réception,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Colis FACT-495052 endommagé à la réception,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Retard de livraison non justifié pour VIRE-916524,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Mon colis CRED-992541 n'est jamais arrivé après 22 jours,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Commande FACT-728743 livrée au mauvais endroit,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Absence de signature à la livraison pour FACT-516257,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le livreur n'a pas respecté le créneau horaire,livraison,moyenne,negatif,"Bonjour, je comprends votre mécontentement. Je vais vérifier l'état de votre livraison et reviens vers vous rapidement. Cordialement"
Mon colis COMP-748933 n'est jamais arrivé après 24 jours,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Le transporteur a perdu mon colis COMP-876915,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
Colis COMP-898701 marqué livré mais jamais reçu,livraison,haute,negatif,"Bonjour, je comprends votre frustration concernant votre livraison. Notre service logistique va immédiatement localiser votre colis. Vous recevrez une mise à jour sous 24h. Cordialement"
